geneid	pubmedid	publication	annotationmethod	annotationsource
NCU02781	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU09327	2478417	Dobinson, K. F., M. Henderson, R. L. Kelley, R. A. Collins, and A. M. Lambowitz. Mutations in nuclear gene cyt-4 of Neurospora crassa result in pleiotropic defects in processing and splicing of mitochondrial RNAs.	Manual	Broad_CAP
NCU09327	3607872	RA. Akins, AM. Lambowitz. A protein required for splicing group I introns in Neurospora mitochondria is mitochondrial tyrosyl-tRNA synthetase or a derivative thereof.	Manual	Broad_CAP
NCU09327	7116448	Bertrand, H., P. Bridge, R. Collins, G. Garriga, and A. Lambowitz.. RNA splicing in Neurospora mitochondria. Characterization of new nuclear mutants with defects in splicing the mitochondrial large rRNA	Manual	Broad_CAP
NCU09327	8466189	Dunlap, J. C.. Genetic analysis of circadian clocks.	Manual	Broad_CAP
NCU09327	9348657	Perkins, D. D.. Chromosome rearrangements in Neurospora and other filamentous fungi.	Manual	Broad_CAP
NCU02876	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU03310	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU02905	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU02905	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU00706	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU02549	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU02549	2141023	Schneider, H., M. Arretz, E. Wachter and W. Neupert. Matrix processing peptidase of mitochondria. Structure-function relationships.	Manual	Broad_CAP
NCU02549	2967109	Hawlitschek, G., H. Schneider, B. Schmidt, M. Tropschug, F.-U. Hartl and W. Neupert. Mitochondrial protein import: identification of processing peptidase and of PEP, a processing enhancing protein.	Manual	Broad_CAP
NCU02930	15802524	D. Li, P. Bobrowicz, HH. Wilkinson, DJ. Ebbole. A mitogen-activated protein kinase pathway essential for mating and contributing to vegetative growth in Neurospora crassa.	Manual	Broad_CAP
NCU02930	19277664	M. Nowrousian. A novel polyketide biosynthesis gene cluster is involved in fruiting body morphogenesis in the filamentous fungi Sordaria macrospora and Neurospora crassa.	Manual	Broad_CAP
NCU06317	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04493	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04493	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU08621	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU08621	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU09314	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU08384	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU08384	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU08384	9208923	UB. Rawat, MB. Rao. Conformation and microenvironment of the active site of xylose reductase inferred by fluorescent chemoaffinity labeling.	Manual	Broad_CAP
NCU08384	9367847	U. Rawat, M. Rao. Site and significance of cysteine residues in xylose reductase from Neurospora crassa as deduced by fluorescence studies.	Manual	Broad_CAP
NCU09223	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU09223	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU04840	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04044	15956670	M. Duarte, U. Schulte, AV. Ushakova, A. Videira. Neurospora strains harboring mitochondrial disease-associated mutations in iron-sulfur subunits of complex I.	Manual	Broad_CAP
NCU04044	18474589	A. Castro, C. Lemos, A. Falc?o, NL. Glass, A. Videira. Increased resistance of complex I mutants to phytosphingosine-induced programmed cell death.	Manual	Broad_CAP
NCU04044	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04044	8125114	Fecke, W., V. D. Sled, T. Ohnishi, and H. Weiss. Disruption of the gene encoding the NADH-binding subunit of NADH: ubiquinone oxidoreductase in Neurospora crassa. Formation of a partially assembled enzyme without FMN and the iron-sulphur cluster N-3. 	Manual	Broad_CAP
NCU04779	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU04779	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
NCU04779	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01200	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU09774	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU00649	15522735	Radford A. Metabolic highways of Neurospora crassa revisited.	Manual	Broad_CAP
NCU03216	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU07457	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU02010	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
NCU02010	5218909	Gross, S. R.. The regulation of synthesis of leucine biosynthetic enzymes in Neurospora.	Manual	Broad_CAP
NCU02010	9348657	Perkins, D. D.. Chromosome rearrangements in Neurospora and other filamentous fungi.	Manual	Broad_CAP
NCU02931	19277664	M. Nowrousian. A novel polyketide biosynthesis gene cluster is involved in fruiting body morphogenesis in the filamentous fungi Sordaria macrospora and Neurospora crassa.	Manual	Broad_CAP
NCU07966	20034585	P. Korripally, A. Tiwari, A. Haritha, P. Kiranmayi, M. Bhanoori. Characterization of Ctr family genes and the elucidation of their role in the life cycle of Neurospora crassa.	Manual	Broad_CAP
NCU00757	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU00600	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU00955	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02934	19277664	M. Nowrousian. A novel polyketide biosynthesis gene cluster is involved in fruiting body morphogenesis in the filamentous fungi Sordaria macrospora and Neurospora crassa.	Manual	Broad_CAP
NCU04818	20034585	P. Korripally, A. Tiwari, A. Haritha, P. Kiranmayi, M. Bhanoori. Characterization of Ctr family genes and the elucidation of their role in the life cycle of Neurospora crassa.	Manual	Broad_CAP
NCU04690	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU04697	18946669	KC. Dent, BW. Weber, MJ. Benedik, BT. Sewell. The cyanide hydratase from Neurospora crassa forms a helix which has a dimeric repeat.	Manual	Broad_CAP
NCU05627	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04140	11034311	B. Solscheid, M. Tropschug. A novel type of FKBP in the secretory pathway of Neurospora crassa.	Manual	Broad_CAP
NCU04140	7679056	Barthelmess, I. B., and M. Tropschug.. FK506-binding protein of Neurospora crassa (NcFKBP) mediates sensitivity to the immunosuppressant FK506; resistant mutants identify two loci	Manual	Broad_CAP
NCU10468	152308	Serna, L. and D. Stadler. Nuclear division cycle in germinating conidia of Neurospora crassa.	Manual	Broad_CAP
NCU10468	5861568	McDougall, K. J. and V. W. Woodward. Suppression of arginine and pyrimidine-requiring mutants of Neurospora crassa.	Manual	Broad_CAP
NCU09533	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU06757	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU08709	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU08715	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU06785	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01680	10222203	M. Auer, GA. Scarborough, W. K?hlbrandt. Surface crystallisation of the plasma membrane H+-ATPase on a carbon support film for electron crystallography.	Manual	Broad_CAP
NCU01680	10395538	Stokes, D. L., M. Auer, P. Zhang and W. Kuhlbrandt.  Comparison of H+-ATPase and Ca2+-ATPase suggests that a large conformational change initiates P-type ion pump reaction cycles.	Manual	Broad_CAP
NCU01680	12110571	KH. Rhee, GA. Scarborough, R. Henderson. Domain movements of plasma membrane H(+)-ATPase: 3D structures of two states by electron cryo-microscopy.	Manual	Broad_CAP
NCU01680	12392557	O. Radresa, K. Ogata, S. Wodak, JM. Ruysschaert, E. Goormaghtigh. Modeling the three-dimensional structure of H+-ATPase of Neurospora crassa.	Manual	Broad_CAP
NCU01680	126326	Gradmann, D., and C. L. Slayman. Oscillations of an electrogenic pump in the plasma membrane of Neurospora.	Manual	Broad_CAP
NCU01680	1386255	Rao, U. S., D. D. Bauzon and G. A. Scarborough. Cytoplasmic location of amino acids 359-440 of the Neurospora crassa plasma membrane H(+)-ATPase	Manual	Broad_CAP
NCU01680	1461258	Scarborough, G. A.. Probing the structure of the Neurospora crassa plasma membrane H(+)- ATPase	Manual	Broad_CAP
NCU01680	1711898	Addison, R.. GTP is required for the integration of a fragment of the Neurospora crassa H(+)-ATPase into homologous microsomal vesicles.	Manual	Broad_CAP
NCU01680	1830591	Rao, U. S., J. P. Hennessey and G. A. Scarborough. Identification of the membrane-embedded regions of the Neurospora crassa plasma membrane H(+)-ATPase	Manual	Broad_CAP
NCU01680	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01680	2136741	Hennessey, J. P. Jr. and G. A. Scarborough. Direct evidence for the cytoplasmic location of the NH2- and COOH-terminal ends of the Neurospora crassa plasma membrane H+-ATPase.	Manual	Broad_CAP
NCU01680	2144286	Chang, A., and C. W. Slayman. A structural change in the Neurospora plasma membrane [H+]ATPase induced by N-ethylmaleimide	Manual	Broad_CAP
NCU01680	2144525	carborough, G. A. and J. P. Hennessey Jr. Identification of the major cytoplasmic regions of the Neurospora crassa plasma membrane H(+)-ATPase using protein chemical techniques	Manual	Broad_CAP
NCU01680	2425739	Perlin, D. S., M. J. San Francisco, C. W. Slayman and B. P. Rosen. H+/ATP stoichiometry of proton pumps from Neurospora crassa and Escherichia coli	Manual	Broad_CAP
NCU01680	2524486	Pardo, J. P. and C. W. Slayman. Cysteine 532 and cysteine 545 are the N-ethylmaleimide-reactive residues of the Neurospora plasma membrane H+-ATPase	Manual	Broad_CAP
NCU01680	2528544	Mandala, S. M. and C. W. Slayman. The amino and carboxyl termini of the Neurospora plasma membrane H+- ATPase are cytoplasmically located.	Manual	Broad_CAP
NCU01680	2528992	Morjana, N. A. and G. A. Scarborough. Evidence for an essential histidine residue in the Neurospora crassa plasma membrane H+-ATPase.	Manual	Broad_CAP
NCU01680	2531740	Nakamoto, R.K. and C.W. Slayman. Molecular properties of the fungal plasma-membrane [H+]-ATPase	Manual	Broad_CAP
NCU01680	25343	Gradmann, D., U. P. Hansen, W. S. Long, C. L. Slayman and J. Warncke. Current-voltage relationships for the plasma membrane and its principal electrogenic pump in Neurospora crassa : I. Steady-state conditions.	Manual	Broad_CAP
NCU01680	2545685	Bidwai, A. P., N. A. Morjana, and G. A. Scarborough.. Studies on the active site of the Neurospora crassa plasma membrane H+- ATPase with periodate-oxidized nucleotides	Manual	Broad_CAP
NCU01680	2862141	Bowman, B. J., C. J. Berenski and C. Y. Jung. Size of the plasma membrane H+-ATPase from Neurospora crassa determined by radiation inactivation and comparison with the sarcoplasmic reticulum Ca2+-ATPase from skeletal muscle	Manual	Broad_CAP
NCU01680	2872216	Goormaghtigh, E., C. Chadwick and G. A. Scarborough. Monomers of the Neurospora plasma membrane H+-ATPase catalyze efficient proton translocation.	Manual	Broad_CAP
NCU01680	2874143	Kasher, J. S., K. E. Allen, K. Kasamo and C. W. Slayman.  Characterization of an essential arginine residue in the plasma membrane H+-ATPase of Neurospora crassa.	Manual	Broad_CAP
NCU01680	2876429	Hager, K. M., S. M. Mandala, J. W. Davenport, D. W. Speicher, E. J. Benz, Jr. and C. W. Slayman.  Amino acid sequence of the plasma membrane ATPase of Neurospora crassa: deduction from genomic and cDNA sequences	Manual	Broad_CAP
NCU01680	2876992	Addison, R.. Primary structure of the Neurospora plasma membrane H+-ATPase deduced from the gene sequence. Homology to Na+/K+-, Ca2+-, and K+-ATPase.	Manual	Broad_CAP
NCU01680	2893796	Hennessey, J. P. Jr. and G. A. Scarborough. Secondary structure of the Neurospora crassa plasma membrane H+-ATPase as estimated by circular dichroism.	Manual	Broad_CAP
NCU01680	2902084	Aaronson, L. R., K. M. Hager, J. W. Davenport, S. M. Mandala, A. Chang, D. W. Speicher, and C. W. Slayman. Biosynthesis of the plasma membrane H+-ATPase of Neurospora crassa.	Manual	Broad_CAP
NCU01680	2902089	Mandala, S. M. and C. W. Slayman. Identification of tryptic cleavage sites for two conformational states of the Neurospora plasma membrane H+-ATPase.	Manual	Broad_CAP
NCU01680	2903147	Davenport, J. W., and C. W. Slayman. The plasma membrane H+-ATPase of Neurospora crassa. Properties of two reactive sulfhydryl groups.	Manual	Broad_CAP
NCU01680	2959789	Blatt, M. R., A. Rodriguez-Navarro, and C. L. Slayman. Potassium-proton symport in Neurospora: kinetic control by pH and membrane potential	Manual	Broad_CAP
NCU01680	3032928	Slayman, C. L.. The plasma membrane ATPase of Neurospora: a proton-pumping electroenzyme	Manual	Broad_CAP
NCU01680	3472234	Blatt, M. R., and C. L. Slayman. Role of "active" potassium transport in the regulation of cytoplasmic pH by nonanimal cells	Manual	Broad_CAP
NCU01680	6228553	Bowman, E. J.. Comparison of the vacuolar membrane ATPase of Neurospora crassa with the mitochondrial and plasma membrane ATPases.	Manual	Broad_CAP
NCU01680	6234306	Perlin, D. S., K. Kasamo, R. J. Brooker and C. W. Slayman. Electrogenic H+ translocation by the plasma membrane ATPase of Neurospora. Studies on plasma membrane vesicles and reconstituted enzyme	Manual	Broad_CAP
NCU01680	6235222	Scarborough, G. A. and R. Addison. On the subunit composition of the Neurospora plasma membrane H+-ATPase	Manual	Broad_CAP
NCU01680	7743992	Cyrklaff, M., M. Auer, W. Kuhlbrandt, and G. A. Scarborough. 2-D structure of the Neurospora crassa plasma membrane ATPase as determined by electron cryomicroscopy.	Manual	Broad_CAP
NCU01680	7896843	Lin, J. and R. Addison. A novel integration signal that is composed of two transmembrane segments is required to integrate the Neurospora plasma membrane H(+)-ATPase into microsomes.	Manual	Broad_CAP
NCU01680	7896844	Lin, J. and R. Addison. The membrane topology of the carboxyl-terminal third of the Neurospora plasma membrane H(+)-ATPase.	Manual	Broad_CAP
NCU01680	7916725	Schafer, M. P. and G. E. Dean. Cloning and sequence analysis of an H(+)-ATPase-encoding gene from the human dimorphic pathogen Histoplasma capsulatum.	Manual	Broad_CAP
NCU01680	7961652	Goormaghtigh, E., L. Vigneron, G. A. Scarborough and J. M. Ruysschaert. Tertiary conformational changes of the Neurospora crassa plasma membrane H(+)-ATPase monitored by hydrogen/deuterium exchange kinetics. A Fourier transformed infrared spectroscopy approach	Manual	Broad_CAP
NCU01680	8106434	Lin, J. and R. Addison. Topology of the Neurospora plasma membrane H(+)-ATPase. Localization of a transmembrane segment.	Manual	Broad_CAP
NCU01680	8359692	Alvarez, M. E., A. L. Rosa, E. D. Temporini, A. Wolstenholme, G. Panzetta, L. Patrito, and H. J. Maccioni.. The 59-kDa polypeptide constituent of 8-10-nm cytoplasmic filaments in Neurospora crassa is a pyruvate decarboxylase.	Manual	Broad_CAP
NCU01680	8399289	Addison, R.. The initial association of a truncated form of the Neurospora plasma membrane H(+)-ATPase and of the precursor of yeast invertase with microsomes are distinct processes.	Manual	Broad_CAP
NCU01680	8550588	Mahanty, S. K., U. S. Rao, R. A. Nicholas and G. A. Scarborough. High yield expression of the Neurospora crassa plasma membrane H(+)-ATPase in Saccharomyces cerevisiae.	Manual	Broad_CAP
NCU01680	8550588	Mahanty, S. K., and G. A. Scarborough. Site-directed mutagenesis of the cysteine residues in the Neurospora crassa plasma membrane H(+)-ATPase.	Manual	Broad_CAP
NCU01680	9572146	M. Auer, GA. Scarborough, W. K?hlbrandt. Three-dimensional map of the plasma membrane H+-ATPase in the open conformation.	Manual	Broad_CAP
NCU01680	9729744	Kuhlbrandt, W., M. Auer and G. A. Scarborough. Structure of the P-type ATPases.	Manual	Broad_CAP
NCU01562	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01830	16287898	T. Kasuga, JP. Townsend, C. Tian, LB. Gilbert, G. Mannhaupt, JW. Taylor, NL. Glass. Long-oligomer microarray profiling in Neurospora crassa reveals the transcriptional program underlying biochemical and physiological events of conidial germination.	Manual	Broad_CAP
NCU08828	1830049	R. Thieringer, WH. Kunau. Beta-oxidation system of the filamentous fungus Neurospora crassa. Structural characterization of the trifunctional protein.	Manual	Broad_CAP
NCU08828	7715608	Fossa, A., A. Beyer, E. Pfitzner, B. Wenzel, and W. H. Kunau. Molecular cloning, sequencing and sequence analysis of the fox-2 gene of Neurospora crassa encoding the multifunctional beta-oxidation protein. 	Manual	Broad_CAP
NCU05277	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU08002	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU05245	12589072	Sichting M, Schell-Steven A, Prokisch H, Erdmann R and Rottensteiner H. Pex7p and Pex20p of Neurospora crassa function together in PTS2-dependent protein import into peroxisomes. 	Manual	Broad_CAP
NCU05309	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05309	19696111	E. Hutchison, S. Brown, C. Tian, NL. Glass. Transcriptional profiling and functional analysis of heterokaryon incompatibility in Neurospora crassa reveals that ROS, but not metacaspases, are associated with programmed cell death.	Manual	Broad_CAP
NCU07027	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU07027	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU08651	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00538	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00881	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU02963	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01856	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU07472	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03901	12589072	Sichting M, Schell-Steven A, Prokisch H, Erdmann R and Rottensteiner H. Pex7p and Pex20p of Neurospora crassa function together in PTS2-dependent protein import into peroxisomes. 	Manual	Broad_CAP
NCU03901	17351077	I. Engh, C. W?rtz, K. Witzel-Schl?mp, HY. Zhang, B. Hoff, M. Nowrousian, H. Rottensteiner, U. K?ck. The WW Domain Protein PRO40 Is Required for Fungal Fertility and Associates with Woronin Bodies.	Manual	Broad_CAP
NCU03901	18227279	F. Liu, SK. Ng, Y. Lu, W. Low, J. Lai, G. Jedd. Making two organelles from one: Woronin body biogenesis by peroxisomal protein sorting.	Manual	Broad_CAP
NCU03901	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
