geneid	evidencecode	pubmedid	publication	termid	termname	termnamespace
NCU09739	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0048315	conidium formation	P
NCU09739	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0070787	conidiophore development	P
NCU09739	IMP	21768394	RD. Gon?alves, FB. Cupertino, FZ. Freitas, AD. Luchessi, MC. Bertolini. A genome-wide screen for Neurospora crassa transcription factors regulating glycogen metabolism.	GO:0070873	regulation of glycogen metabolic process	P
NCU07024	IC	4381526	DJ. West, RW. Tuveson, RW. Barratt, JR. Fincham. Allosteric effects in nicotinamide adenine dinucleotide phosphate-specific glutamate dehydrogenase from Neurospora.	GO:0005634	nucleus	C
NCU07024	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07024	IEP	18952903	NS. Plesofsky, SB. Levery, SA. Castle, R. Brambl. Stress-induced cell death is mediated by ceramide synthesis in Neurospora crassa.	GO:0009408	response to heat	P
NCU07024	IEP	18952903	NS. Plesofsky, SB. Levery, SA. Castle, R. Brambl. Stress-induced cell death is mediated by ceramide synthesis in Neurospora crassa.	GO:0042149	cellular response to glucose starvation	P
NCU07024	IMP	17392518	CA. Jones, SE. Greer-Phillips, KA. Borkovich. The response regulator RRG-1 functions upstream of a mitogen-activated protein kinase pathway impacting asexual development, female fertility, osmotic stress, and fungicide resistance in Neurospora crassa.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU07024	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0030437	ascospore formation	P
NCU07024	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0048315	conidium formation	P
NCU07024	IMP	17895581	K. Yamashita, A. Shiozawa, S. Banno, F. Fukumori, A. Ichiishi, M. Kimura, M. Fujimura. Involvement of OS-2 MAP kinase in regulation of the large-subunit catalases CAT-1 and CAT-3 in Neurospora crassa.	GO:0042542	response to hydrogen peroxide	P
NCU07024	IMP	18948219	K. Yamashita, A. Shiozawa, S. Watanabe, F. Fukumori, M. Kimura, M. Fujimura. ATF-1 transcription factor regulates the expression of ccg-1 and cat-1 genes in response to fludioxonil under OS-2 MAP kinase in Neurospora crassa.	GO:0009847	spore germination	P
NCU07024	IMP	17464067	RR. Lew, NN. Levina. Turgor regulation in the osmosensitive cut mutant of Neurospora crassa.	GO:0060081	membrane hyperpolarization	P
NCU07024	IMP	20546911	RR. Lew. Turgor and net ion flux responses to activation of the osmotic MAP kinase cascade by fludioxonil in the filamentous fungus Neurospora crassa.	GO:0010155	regulation of proton transport	P
NCU07024	IMP	20546911	RR. Lew. Turgor and net ion flux responses to activation of the osmotic MAP kinase cascade by fludioxonil in the filamentous fungus Neurospora crassa.	GO:0042391	regulation of membrane potential	P
NCU07024	IMP	20546911	RR. Lew. Turgor and net ion flux responses to activation of the osmotic MAP kinase cascade by fludioxonil in the filamentous fungus Neurospora crassa.	GO:0043266	regulation of potassium ion transport	P
NCU07024	IMP	17211673	S. Banno, R. Noguchi, K. Yamashita, F. Fukumori, M. Kimura, I. Yamaguchi, M. Fujimura. Roles of putative His-to-Asp signaling modules HPT-1 and RRG-2, on viability and sensitivity to osmotic and oxidative stresses in Neurospora crassa.	GO:0006970	response to osmotic stress	P
NCU07024	IMP	11823187	Y. Zhang, R. Lamm, C. Pillonel, S. Lam, JR. Xu. Osmoregulation and fungicide resistance: the Neurospora crassa os-2 gene encodes a HOG1 mitogen-activated protein kinase homologue.	GO:0042538	hyperosmotic salinity response	P
NCU03222	IMP	22879952	A. Maddi, A. Dettman, C. Fu, S. Seiler, SJ. Free. WSC-1 and HAM-7 Are MAK-1 MAP kinase pathway sensors required for cell wall integrity and hyphal fusion in Neurospora crassa.	GO:0009651	response to salt stress	P
NCU02738	IMP	18567788	N. Cano-Dom?nguez, K. Alvarez-Delf?n, W. Hansberg, J. Aguirre. NADPH oxidases NOX-1 and NOX-2 require the regulatory subunit NOR-1 to control cell differentiation and growth in Neurospora crassa.	GO:0030436	asexual sporulation	P
NCU05154	IEP	19801418	BJ. Bowman, M. Draskovic, M. Freitag, EJ. Bowman. Structure and distribution of organelles and cellular location of calcium transporters in Neurospora crassa.	GO:0005886	plasma membrane	C
NCU05154	IGI	10712689	B. Benito, B. Garciadebl?s, A. Rodr?guez-Navarro. Molecular cloning of the calcium and sodium ATPases in Neurospora crassa.	GO:0005388	calcium-transporting ATPase activity	F
NCU03602	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU02379	IEP	20516500	A. Kato, K. Kurashima, M. Chae, S. Sawada, S. Hatakeyama, S. Tanaka, H. Inoue. Deletion of a novel F-box protein, MUS-10, in Neurospora crassa leads to altered mitochondrial morphology, instability of mtDNA and senescence.	GO:0005829	cytosol	C
NCU02379	IMP	20516500	A. Kato, K. Kurashima, M. Chae, S. Sawada, S. Hatakeyama, S. Tanaka, H. Inoue. Deletion of a novel F-box protein, MUS-10, in Neurospora crassa leads to altered mitochondrial morphology, instability of mtDNA and senescence.	GO:0007005	mitochondrion organization	P
NCU02379	IMP	20516500	A. Kato, K. Kurashima, M. Chae, S. Sawada, S. Hatakeyama, S. Tanaka, H. Inoue. Deletion of a novel F-box protein, MUS-10, in Neurospora crassa leads to altered mitochondrial morphology, instability of mtDNA and senescence.	GO:0010149	senescence	P
NCU02379	IPI	20516500	A. Kato, K. Kurashima, M. Chae, S. Sawada, S. Hatakeyama, S. Tanaka, H. Inoue. Deletion of a novel F-box protein, MUS-10, in Neurospora crassa leads to altered mitochondrial morphology, instability of mtDNA and senescence.	GO:0019005	SCF ubiquitin ligase complex	C
NCU09477	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU09477	IDA	12269823	N. Brustovetsky, M. Tropschug, S. Heimpel, D. Heidk?mper, M. Klingenberg. A large Ca2+-dependent channel formed by recombinant ADP/ATP carrier from Neurospora crassa resembles the mitochondrial permeability transition pore.	GO:0006979	response to oxidative stress	P
NCU09477	IDA	11566029	SG. Huang, S. Odoy, M. Klingenberg. Chimers of two fused ADP/ATP carrier monomers indicate a single channel for ADP/ATP transport.	GO:0005471	ATP:ADP antiporter activity	F
NCU09477	IEP	19071122	J. Leal, FM. Squina, JS. Freitas, EM. Silva, CJ. Ono, NM. Martinez-Rossi, A. Rossi. A splice variant of the Neurospora crassa hex-1 transcript, which encodes the major protein of the Woronin body, is modulated by extracellular phosphate and pH changes.	GO:0009268	response to pH	P
NCU09477	TAS	12269823	N. Brustovetsky, M. Tropschug, S. Heimpel, D. Heidk?mper, M. Klingenberg. A large Ca2+-dependent channel formed by recombinant ADP/ATP carrier from Neurospora crassa resembles the mitochondrial permeability transition pore.	GO:0005739	mitochondrion	C
NCU01489	IC	17211673	S. Banno, R. Noguchi, K. Yamashita, F. Fukumori, M. Kimura, I. Yamaguchi, M. Fujimura. Roles of putative His-to-Asp signaling modules HPT-1 and RRG-2, on viability and sensitivity to osmotic and oxidative stresses in Neurospora crassa.	GO:0007234	osmosensory signaling pathway via two-component system	P
NCU01489	IMP	17211673	S. Banno, R. Noguchi, K. Yamashita, F. Fukumori, M. Kimura, I. Yamaguchi, M. Fujimura. Roles of putative His-to-Asp signaling modules HPT-1 and RRG-2, on viability and sensitivity to osmotic and oxidative stresses in Neurospora crassa.	GO:0006970	response to osmotic stress	P
NCU06924	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU06924	IDA	16294304	S. Schmitt, H. Prokisch, T. Schlunck, DG. Camp, U. Ahting, T. Waizenegger, C. Scharfe, T. Meitinger, A. Imhof, W. Neupert, PJ. Oefner, D. Rapaport. Proteome analysis of mitochondrial outer membrane from Neurospora crassa.	GO:0005741	mitochondrial outer membrane	C
NCU09142	IMP	21666072	C. Fu, P. Iyer, A. Herkal, J. Abdullah, A. Stout, SJ. Free. Identification and characterization of genes required for cell-to-cell fusion in Neurospora crassa.	GO:0000768	syncytium formation by plasma membrane fusion	P
NCU00859	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07019	IMP	21151958	J. Wang, Q. Hu, H. Chen, Z. Zhou, W. Li, Y. Wang, S. Li, Q. He. Role of individual subunits of the Neurospora crassa CSN complex in regulation of deneddylation and stability of cullin proteins.	GO:0000338	protein deneddylation	P
NCU07019	IMP	21151958	J. Wang, Q. Hu, H. Chen, Z. Zhou, W. Li, Y. Wang, S. Li, Q. He. Role of individual subunits of the Neurospora crassa CSN complex in regulation of deneddylation and stability of cullin proteins.	GO:0040009	regulation of growth rate	P
NCU07019	IMP	21151958	J. Wang, Q. Hu, H. Chen, Z. Zhou, W. Li, Y. Wang, S. Li, Q. He. Role of individual subunits of the Neurospora crassa CSN complex in regulation of deneddylation and stability of cullin proteins.	GO:0043153	entrainment of circadian clock by photoperiod	P
NCU07019	IMP	21151958	J. Wang, Q. Hu, H. Chen, Z. Zhou, W. Li, Y. Wang, S. Li, Q. He. Role of individual subunits of the Neurospora crassa CSN complex in regulation of deneddylation and stability of cullin proteins.	GO:0048589	developmental growth	P
NCU07019	TAS	21151958	J. Wang, Q. Hu, H. Chen, Z. Zhou, W. Li, Y. Wang, S. Li, Q. He. Role of individual subunits of the Neurospora crassa CSN complex in regulation of deneddylation and stability of cullin proteins.	GO:0008180	signalosome	C
NCU08272	IDA	20707002	D. Managadze, C. W?rtz, S. Wiese, HE. Meyer, G. Niehaus, R. Erdmann, B. Warscheid, H. Rottensteiner. A proteomic approach towards the identification of the matrix protein content of the two types of microbodies in Neurospora crassa.	GO:0009514	glyoxysome	C
NCU04490	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU06450	IC	16451194	X. Gan, K. Arita, S. Isono, M. Kitakawa, K. Yoshino, K. Yonezawa, A. Kato, H. Inoue, K. Isono. Identification and comparative analysis of the large subunit mitochondrial ribosomal proteins of Neurospora crassa.	GO:0006412	translation	P
NCU06450	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005761	mitochondrial ribosome	C
NCU06450	IPI	16451194	X. Gan, K. Arita, S. Isono, M. Kitakawa, K. Yoshino, K. Yonezawa, A. Kato, H. Inoue, K. Isono. Identification and comparative analysis of the large subunit mitochondrial ribosomal proteins of Neurospora crassa.	GO:0003735	structural constituent of ribosome	F
NCU06450	IPI	16451194	X. Gan, K. Arita, S. Isono, M. Kitakawa, K. Yoshino, K. Yonezawa, A. Kato, H. Inoue, K. Isono. Identification and comparative analysis of the large subunit mitochondrial ribosomal proteins of Neurospora crassa.	GO:0005762	mitochondrial large ribosomal subunit	C
NCU06240	IC	15824453	S. Banno, N. Ochiai, R. Noguchi, M. Kimura, I. Yamaguchi, S. Kanzaki, T. Murayama, M. Fujimura. A catalytic subunit of cyclic AMP-dependent protein kinase, PKAC-1, regulates asexual differentiation in Neurospora crassa.	GO:0005737	cytoplasm	C
NCU06240	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0004691	cAMP-dependent protein kinase activity	F
NCU06240	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0006355	regulation of transcription, DNA-dependent	P
NCU06240	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0006468	protein phosphorylation	P
NCU06240	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0030448	hyphal growth	P
NCU06240	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0042752	regulation of circadian rhythm	P
NCU06240	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0048315	conidium formation	P
NCU06240	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU06240	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0070787	conidiophore development	P
NCU01844	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU01227	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU04265	IDA	17625933	C. Ziv, R. Gorovits, O. Yarden. Carbon source affects PKA-dependent polarity of Neurospora crassa in a CRE-1-dependent and independent manner.	GO:0009750	response to fructose stimulus	P
NCU04265	IDA	17625933	C. Ziv, R. Gorovits, O. Yarden. Carbon source affects PKA-dependent polarity of Neurospora crassa in a CRE-1-dependent and independent manner.	GO:0045014	negative regulation of transcription by glucose	P
NCU04265	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07075	IEP	19801418	BJ. Bowman, M. Draskovic, M. Freitag, EJ. Bowman. Structure and distribution of organelles and cellular location of calcium transporters in Neurospora crassa.	GO:0005773	vacuole	C
NCU07075	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07075	ISS	15288019	A. Zelter, M. Bencina, BJ. Bowman, O. Yarden, ND. Read. A comparative genomic analysis of the calcium signaling machinery in Neurospora crassa, Magnaporthe grisea, and Saccharomyces cerevisiae.	GO:0005774	vacuolar membrane	C
NCU07075	ISS	15288019	A. Zelter, M. Bencina, BJ. Bowman, O. Yarden, ND. Read. A comparative genomic analysis of the calcium signaling machinery in Neurospora crassa, Magnaporthe grisea, and Saccharomyces cerevisiae.	GO:0015085	calcium ion transmembrane transporter activity	F
NCU07075	ISS	15288019	A. Zelter, M. Bencina, BJ. Bowman, O. Yarden, ND. Read. A comparative genomic analysis of the calcium signaling machinery in Neurospora crassa, Magnaporthe grisea, and Saccharomyces cerevisiae.	GO:0015369	calcium:hydrogen antiporter activity	F
NCU04342	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU08280	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07277	IEP	19555771	A. Maddi, SM. Bowman, SJ. Free. Trifluoromethanesulfonic acid-based proteomic analysis of cell wall and secreted proteins of the ascomycetous fungi Neurospora crassa and Candida albicans.	GO:0030446	hyphal cell wall	C
NCU07277	IMP	22879952	A. Maddi, A. Dettman, C. Fu, S. Seiler, SJ. Free. WSC-1 and HAM-7 Are MAK-1 MAP kinase pathway sensors required for cell wall integrity and hyphal fusion in Neurospora crassa.	GO:0009651	response to salt stress	P
NCU07308	IDA	20707002	D. Managadze, C. W?rtz, S. Wiese, HE. Meyer, G. Niehaus, R. Erdmann, B. Warscheid, H. Rottensteiner. A proteomic approach towards the identification of the matrix protein content of the two types of microbodies in Neurospora crassa.	GO:0009514	glyoxysome	C
NCU07308	IMP	12069035	P. Ruoff, I. Slewa. Circadian period lengths of lipid synthesis mutants (cel, chol-1) of Neurospora show defective temperature, but intact pH-compensation.	GO:0009268	response to pH	P
NCU07308	TAS	10618405	PL. Lakin-Thomas, S. Brody. Circadian rhythms in Neurospora crassa: lipid deficiencies restore robust rhythmicity to null frequency and white-collar mutants.	GO:0006633	fatty acid biosynthetic process	P
NCU08325	IMP	7732001	WK. Versaw, RL. Metzenberg. Repressible cation-phosphate symporters in Neurospora crassa.	GO:0015317	phosphate:hydrogen symporter activity	F
NCU07661	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07982	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU07273	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU01120	IMP	16758206	FJ. Bowring, PJ. Yeadon, RG. Stainer, DE. Catcheside. Chromosome pairing and meiotic recombination in Neurospora crassa spo11 mutants.	GO:0007129	synapsis	P
NCU01120	IMP	16758206	FJ. Bowring, PJ. Yeadon, RG. Stainer, DE. Catcheside. Chromosome pairing and meiotic recombination in Neurospora crassa spo11 mutants.	GO:0007131	reciprocal meiotic recombination	P
NCU01120	IMP	16758206	FJ. Bowring, PJ. Yeadon, RG. Stainer, DE. Catcheside. Chromosome pairing and meiotic recombination in Neurospora crassa spo11 mutants.	GO:0045143	homologous chromosome segregation	P
NCU03749	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU08563	IEP	1975945	JV. Paietta. Molecular cloning and analysis of the scon-2 negative regulatory gene of Neurospora crassa.	GO:0010438	cellular response to sulfur starvation	P
NCU08563	IMP	12477788	ST. Sizemore, JV. Paietta. Cloning and characterization of scon-3+, a new member of the Neurospora crassa sulfur regulatory system.	GO:0042762	regulation of sulfur metabolic process	P
NCU08563	IPI	12477788	ST. Sizemore, JV. Paietta. Cloning and characterization of scon-3+, a new member of the Neurospora crassa sulfur regulatory system.	GO:0019005	SCF ubiquitin ligase complex	C
NCU08190	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU05658	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU05658	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0030437	ascospore formation	P
NCU05658	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0030448	hyphal growth	P
NCU05658	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0048315	conidium formation	P
NCU05658	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0070787	conidiophore development	P
NCU02948	IEP	19555771	A. Maddi, SM. Bowman, SJ. Free. Trifluoromethanesulfonic acid-based proteomic analysis of cell wall and secreted proteins of the ascomycetous fungi Neurospora crassa and Candida albicans.	GO:0009277	fungal-type cell wall	C
NCU02948	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU06799	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0030448	hyphal growth	P
NCU06799	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0070787	conidiophore development	P
NCU06799	IMP	22445960	X. Sun, L. Yu, N. Lan, S. Wei, Y. Yu, H. Zhang, X. Zhang, S. Li. Analysis of the role of transcription factor VAD-5 in conidiation of Neurospora crassa.	GO:0048315	conidium formation	P
NCU05629	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU04021	IEP	20675579	KM. Smith, G. Sancar, R. Dekhang, CM. Sullivan, S. Li, AG. Tag, C. Sancar, EL. Bredeweg, HD. Priest, RF. McCormick, TL. Thomas, JC. Carrington, JE. Stajich, D. Bell-Pedersen, M. Brunner, M. Freitag. Transcription factors in light and circadian clock signaling networks revealed by genomewide mapping of direct targets for neurospora white collar complex.	GO:0009416	response to light stimulus	P
NCU07139	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU07139	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0030448	hyphal growth	P
NCU07139	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0070787	conidiophore development	P
NCU03931	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU03931	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0030448	hyphal growth	P
NCU03931	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0048315	conidium formation	P
NCU03931	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0070787	conidiophore development	P
NCU05593	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU05593	IDA	16294304	S. Schmitt, H. Prokisch, T. Schlunck, DG. Camp, U. Ahting, T. Waizenegger, C. Scharfe, T. Meitinger, A. Imhof, W. Neupert, PJ. Oefner, D. Rapaport. Proteome analysis of mitochondrial outer membrane from Neurospora crassa.	GO:0005741	mitochondrial outer membrane	C
NCU05593	IMP	17660559	SC. Hoppins, NE. Go, A. Klein, S. Schmitt, W. Neupert, D. Rapaport, FE. Nargang. Alternative splicing gives rise to different isoforms of the Neurospora crassa Tob55 protein that vary in their ability to insert beta-barrel proteins into the outer mitochondrial membrane.	GO:0045040	protein import into mitochondrial outer membrane	P
NCU05593	TAS	17660559	SC. Hoppins, NE. Go, A. Klein, S. Schmitt, W. Neupert, D. Rapaport, FE. Nargang. Alternative splicing gives rise to different isoforms of the Neurospora crassa Tob55 protein that vary in their ability to insert beta-barrel proteins into the outer mitochondrial membrane.	GO:0001401	mitochondrial sorting and assembly machinery complex	C
NCU05027	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU04017	IDA	14967149	M. Freitag, PC. Hickey, TK. Khlafallah, ND. Read, EU. Selker. HP1 is essential for DNA methylation in neurospora.	GO:0000792	heterochromatin	C
NCU04017	IDA	18678653	S. Honda, EU. Selker. Direct interaction between DNA methyltransferase DIM-2 and HP1 is required for DNA methylation in Neurospora crassa.	GO:0005634	nucleus	C
